file_name,date,match_type,teams,venue,city,winner,gender,overs
656435.json,2015-02-27,ODI,"South Africa, West Indies",Sydney Cricket Ground,Unknown,South Africa,male,50
656437.json,2015-02-28,ODI,"New Zealand, Australia",Eden Park,Auckland,New Zealand,male,50
656439.json,2015-02-28,ODI,"India, United Arab Emirates",Western Australia Cricket Association Ground,Perth,India,male,50
656441.json,2015-03-01,ODI,"England, Sri Lanka",Westpac Stadium,Wellington,Sri Lanka,male,50
656443.json,2015-03-01,ODI,"Pakistan, Zimbabwe","Brisbane Cricket Ground, Woolloongabba",Brisbane,Pakistan,male,50
656445.json,2015-03-03,ODI,"Ireland, South Africa",Manuka Oval,Canberra,South Africa,male,50
656447.json,2015-03-04,ODI,"Pakistan, United Arab Emirates",McLean Park,Napier,Pakistan,male,50
656451.json,2015-03-05,ODI,"Bangladesh, Scotland",Saxton Oval,Nelson,Bangladesh,male,50
656453.json,2015-03-06,ODI,"India, West Indies",Western Australia Cricket Association Ground,Perth,India,male,50
656457.json,2015-03-07,ODI,"Ireland, Zimbabwe",Bellerive Oval,Hobart,Ireland,male,50
656455.json,2015-03-07,ODI,"Pakistan, South Africa",Eden Park,Auckland,Pakistan,male,50
656461.json,2015-03-08,ODI,"Australia, Sri Lanka",Sydney Cricket Ground,Unknown,Australia,male,50
656463.json,2015-03-09,ODI,"Bangladesh, England",Adelaide Oval,Unknown,Bangladesh,male,50
656465.json,2015-03-10,ODI,"India, Ireland",Seddon Park,Hamilton,India,male,50
656467.json,2015-03-11,ODI,"Scotland, Sri Lanka",Bellerive Oval,Hobart,Sri Lanka,male,50
656469.json,2015-03-12,ODI,"South Africa, United Arab Emirates",Westpac Stadium,Wellington,South Africa,male,50
656471.json,2015-03-13,ODI,"New Zealand, Bangladesh",Seddon Park,Hamilton,New Zealand,male,50
656477.json,2015-03-14,ODI,"Australia, Scotland",Bellerive Oval,Hobart,Australia,male,50
656475.json,2015-03-14,ODI,"India, Zimbabwe",Eden Park,Auckland,India,male,50
656481.json,2015-03-15,ODI,"Ireland, Pakistan",Adelaide Oval,Unknown,Pakistan,male,50
656479.json,2015-03-15,ODI,"United Arab Emirates, West Indies",McLean Park,Napier,West Indies,male,50
656483.json,2015-03-18,ODI,"South Africa, Sri Lanka",Sydney Cricket Ground,Unknown,South Africa,male,50
656485.json,2015-03-19,ODI,"Bangladesh, India",Melbourne Cricket Ground,Unknown,India,male,50
656487.json,2015-03-20,ODI,"Australia, Pakistan",Adelaide Oval,Unknown,Australia,male,50
656489.json,2015-03-21,ODI,"New Zealand, West Indies",Westpac Stadium,Wellington,New Zealand,male,50
656491.json,2015-03-24,ODI,"New Zealand, South Africa",Eden Park,Auckland,New Zealand,male,50
656493.json,2015-03-26,ODI,"Australia, India",Sydney Cricket Ground,Unknown,Australia,male,50
656495.json,2015-03-29,ODI,"Australia, New Zealand",Melbourne Cricket Ground,Unknown,Australia,male,50
858485.json,2015-04-17,ODI,"Bangladesh, Pakistan",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
858487.json,2015-04-19,ODI,"Bangladesh, Pakistan",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
858489.json,2015-04-22,ODI,"Bangladesh, Pakistan",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
760889.json,2015-05-08,ODI,"Ireland, England","The Village, Malahide",Dublin,No Result,male,50
868727.json,2015-05-26,ODI,"Pakistan, Zimbabwe",Gaddafi Stadium,Lahore,Pakistan,male,50
868729.json,2015-05-29,ODI,"Pakistan, Zimbabwe",Gaddafi Stadium,Lahore,Pakistan,male,50
868731.json,2015-05-31,ODI,"Pakistan, Zimbabwe",Gaddafi Stadium,Lahore,No Result,male,50
743943.json,2015-06-09,ODI,"England, New Zealand",Edgbaston,Birmingham,England,male,50
743945.json,2015-06-12,ODI,"England, New Zealand",Kennington Oval,London,New Zealand,male,50
743947.json,2015-06-14,ODI,"England, New Zealand",The Rose Bowl,Southampton,New Zealand,male,50
743949.json,2015-06-17,ODI,"England, New Zealand",Trent Bridge,Nottingham,England,male,50
870731.json,2015-06-18,ODI,"Bangladesh, India",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
743951.json,2015-06-20,ODI,"England, New Zealand",Riverside Ground,Chester-le-Street,England,male,50
870733.json,2015-06-21,ODI,"Bangladesh, India",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
870735.json,2015-06-24,ODI,"Bangladesh, India",Shere Bangla National Stadium,Mirpur,India,male,50
885959.json,2015-07-10,ODI,"Zimbabwe, India",Harare Sports Club,Unknown,India,male,50
817207.json,2015-07-10,ODI,"Bangladesh, South Africa",Shere Bangla National Stadium,Mirpur,South Africa,male,50
860269.json,2015-07-11,ODI,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,Unknown,Pakistan,male,50
885965.json,2015-07-12,ODI,"Zimbabwe, India",Harare Sports Club,Unknown,India,male,50
817209.json,2015-07-12,ODI,"Bangladesh, South Africa",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
885967.json,2015-07-14,ODI,"Zimbabwe, India",Harare Sports Club,Unknown,India,male,50
817211.json,2015-07-15,ODI,"Bangladesh, South Africa",Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,male,50
860271.json,2015-07-15,ODI,"Sri Lanka, Pakistan",Pallekele International Cricket Stadium,Unknown,Sri Lanka,male,50
860273.json,2015-07-19,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
860275.json,2015-07-22,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
860277.json,2015-07-26,ODI,"Sri Lanka, Pakistan","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,male,50
894287.json,2015-08-02,ODI,"Zimbabwe, New Zealand",Harare Sports Club,Unknown,Zimbabwe,male,50
894289.json,2015-08-04,ODI,"Zimbabwe, New Zealand",Harare Sports Club,Unknown,New Zealand,male,50
894291.json,2015-08-07,ODI,"Zimbabwe, New Zealand",Harare Sports Club,Unknown,New Zealand,male,50
848843.json,2015-08-19,ODI,"South Africa, New Zealand",SuperSport Park,Centurion,South Africa,male,50
848845.json,2015-08-23,ODI,"South Africa, New Zealand",Senwes Park,Potchefstroom,New Zealand,male,50
848847.json,2015-08-26,ODI,"South Africa, New Zealand",Kingsmead,Durban,South Africa,male,50
743973.json,2015-08-27,ODI,"Ireland, Australia","Civil Service Cricket Club, Stormont",Belfast,Australia,male,50
743977.json,2015-09-03,ODI,"England, Australia",The Rose Bowl,Southampton,Australia,male,50
743979.json,2015-09-05,ODI,"England, Australia",Lord's,London,Australia,male,50
743981.json,2015-09-08,ODI,"England, Australia",Old Trafford,Manchester,England,male,50
743983.json,2015-09-11,ODI,"England, Australia",Headingley,Leeds,England,male,50
743985.json,2015-09-13,ODI,"England, Australia",Old Trafford,Manchester,Australia,male,50
919607.json,2015-10-01,ODI,"Zimbabwe, Pakistan",Harare Sports Club,Unknown,Pakistan,male,50
919609.json,2015-10-03,ODI,"Zimbabwe, Pakistan",Harare Sports Club,Unknown,Zimbabwe,male,50
919611.json,2015-10-05,ODI,"Zimbabwe, Pakistan",Harare Sports Club,Unknown,Pakistan,male,50
919613.json,2015-10-09,ODI,"Zimbabwe, Ireland",Harare Sports Club,Unknown,Zimbabwe,male,50
919615.json,2015-10-11,ODI,"Zimbabwe, Ireland",Harare Sports Club,Unknown,Zimbabwe,male,50
903593.json,2015-10-11,ODI,"India, South Africa",Green Park,Kanpur,South Africa,male,50
919617.json,2015-10-13,ODI,"Zimbabwe, Ireland",Harare Sports Club,Unknown,Ireland,male,50
903595.json,2015-10-14,ODI,"India, South Africa",Holkar Cricket Stadium,Indore,India,male,50
903597.json,2015-10-18,ODI,"India, South Africa",Saurashtra Cricket Association Stadium,Rajkot,South Africa,male,50
903599.json,2015-10-22,ODI,"India, South Africa","MA Chidambaram Stadium, Chepauk",Chennai,India,male,50
903601.json,2015-10-25,ODI,"India, South Africa",Wankhede Stadium,Mumbai,South Africa,male,50
915777.json,2015-11-01,ODI,"Sri Lanka, West Indies",R Premadasa Stadium,Colombo,Sri Lanka,male,50
915779.json,2015-11-04,ODI,"Sri Lanka, West Indies",R Premadasa Stadium,Colombo,Sri Lanka,male,50
931390.json,2015-11-07,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
915781.json,2015-11-07,ODI,"Sri Lanka, West Indies",Pallekele International Cricket Stadium,Unknown,Sri Lanka,male,50
931392.json,2015-11-09,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
931394.json,2015-11-11,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
902641.json,2015-11-11,ODI,"England, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
902643.json,2015-11-13,ODI,"England, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,England,male,50
911049.json,2015-11-16,ODI,"United Arab Emirates, Hong Kong",ICC Academy,Dubai,Hong Kong,male,50
902645.json,2015-11-17,ODI,"England, Pakistan",Sharjah Cricket Stadium,Unknown,England,male,50
902647.json,2015-11-20,ODI,"England, Pakistan",Dubai International Cricket Stadium,Unknown,England,male,50
914207.json,2015-12-26,ODI,"New Zealand, Sri Lanka",Hagley Oval,Christchurch,New Zealand,male,50
914209.json,2015-12-28,ODI,"New Zealand, Sri Lanka",Hagley Oval,Christchurch,New Zealand,male,50
914211.json,2015-12-31,ODI,"New Zealand, Sri Lanka",Saxton Oval,Nelson,Sri Lanka,male,50
914213.json,2016-01-02,ODI,"New Zealand, Sri Lanka",Saxton Oval,Nelson,No Result,male,50
914215.json,2016-01-05,ODI,"New Zealand, Sri Lanka",Bay Oval,Mount Maunganui,New Zealand,male,50
895807.json,2016-01-12,ODI,"Australia, India",Western Australia Cricket Association Ground,Perth,Australia,male,50
895809.json,2016-01-15,ODI,"Australia, India","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
895811.json,2016-01-17,ODI,"Australia, India",Melbourne Cricket Ground,Unknown,Australia,male,50
895813.json,2016-01-20,ODI,"Australia, India",Manuka Oval,Canberra,Australia,male,50
895815.json,2016-01-23,ODI,"Australia, India",Sydney Cricket Ground,Unknown,India,male,50
914227.json,2016-01-25,ODI,"New Zealand, Pakistan",Basin Reserve,Wellington,New Zealand,male,50
914265.json,2016-01-31,ODI,"New Zealand, Pakistan",Eden Park,Auckland,New Zealand,male,50
800469.json,2016-02-03,ODI,"South Africa, England",Mangaung Oval,Bloemfontein,England,male,50
914231.json,2016-02-03,ODI,"New Zealand, Australia",Eden Park,Auckland,New Zealand,male,50
914233.json,2016-02-06,ODI,"New Zealand, Australia",Westpac Stadium,Wellington,Australia,male,50
800471.json,2016-02-06,ODI,"South Africa, England",St George's Park,Port Elizabeth,England,male,50
914235.json,2016-02-08,ODI,"New Zealand, Australia",Seddon Park,Hamilton,New Zealand,male,50
800473.json,2016-02-09,ODI,"South Africa, England",SuperSport Park,Centurion,South Africa,male,50
800475.json,2016-02-12,ODI,"South Africa, England",New Wanderers Stadium,Johannesburg,South Africa,male,50
800477.json,2016-02-14,ODI,"South Africa, England",Newlands,Cape Town,South Africa,male,50
932849.json,2016-06-03,ODI,"West Indies, South Africa",Providence Stadium,Guyana,West Indies,male,50
932851.json,2016-06-05,ODI,"West Indies, Australia",Providence Stadium,Guyana,Australia,male,50
932853.json,2016-06-07,ODI,"Australia, South Africa",Providence Stadium,Guyana,South Africa,male,50
1007649.json,2016-06-11,ODI,"Zimbabwe, India",Harare Sports Club,Unknown,India,male,50
932855.json,2016-06-11,ODI,"Australia, South Africa","Warner Park, Basseterre",St Kitts,Australia,male,50
1007651.json,2016-06-13,ODI,"Zimbabwe, India",Harare Sports Club,Unknown,India,male,50
932857.json,2016-06-13,ODI,"West Indies, Australia","Warner Park, Basseterre",St Kitts,West Indies,male,50
1007653.json,2016-06-15,ODI,"Zimbabwe, India",Harare Sports Club,Unknown,India,male,50
932859.json,2016-06-15,ODI,"West Indies, South Africa","Warner Park, Basseterre",St Kitts,South Africa,male,50
913621.json,2016-06-18,ODI,"Ireland, Sri Lanka","The Village, Malahide",Dublin,Sri Lanka,male,50
932861.json,2016-06-19,ODI,"Australia, South Africa","Kensington Oval, Bridgetown",Barbados,No Result,male,50
932863.json,2016-06-21,ODI,"West Indies, Australia","Kensington Oval, Bridgetown",Barbados,Australia,male,50
913623.json,2016-06-21,ODI,"England, Sri Lanka",Trent Bridge,Nottingham,No Result,male,50
932865.json,2016-06-24,ODI,"West Indies, South Africa","Kensington Oval, Bridgetown",Barbados,West Indies,male,50
913625.json,2016-06-24,ODI,"England, Sri Lanka",Edgbaston,Birmingham,England,male,50
932867.json,2016-06-26,ODI,"West Indies, Australia","Kensington Oval, Bridgetown",Barbados,Australia,male,50
913627.json,2016-06-26,ODI,"England, Sri Lanka",County Ground,Bristol,No Result,male,50
913629.json,2016-06-29,ODI,"England, Sri Lanka",Kennington Oval,London,England,male,50
913631.json,2016-07-02,ODI,"England, Sri Lanka",Sophia Gardens,Cardiff,England,male,50
997993.json,2016-08-14,ODI,"Scotland, United Arab Emirates","Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,male,50
997995.json,2016-08-16,ODI,"Scotland, United Arab Emirates","Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,male,50
913649.json,2016-08-18,ODI,"Ireland, Pakistan","The Village, Malahide",Dublin,Pakistan,male,50
995457.json,2016-08-21,ODI,"Sri Lanka, Australia",R Premadasa Stadium,Colombo,Australia,male,50
995459.json,2016-08-24,ODI,"Sri Lanka, Australia",R Premadasa Stadium,Colombo,Sri Lanka,male,50
913653.json,2016-08-24,ODI,"England, Pakistan",The Rose Bowl,Southampton,England,male,50
913655.json,2016-08-27,ODI,"England, Pakistan",Lord's,London,England,male,50
995461.json,2016-08-28,ODI,"Sri Lanka, Australia",Rangiri Dambulla International Stadium,Unknown,Australia,male,50
913657.json,2016-08-30,ODI,"England, Pakistan",Trent Bridge,Nottingham,England,male,50
995463.json,2016-08-31,ODI,"Sri Lanka, Australia",Rangiri Dambulla International Stadium,Unknown,Australia,male,50
913659.json,2016-09-01,ODI,"England, Pakistan",Headingley,Leeds,England,male,50
995465.json,2016-09-04,ODI,"Sri Lanka, Australia",Pallekele International Cricket Stadium,Unknown,Australia,male,50
913661.json,2016-09-04,ODI,"England, Pakistan",Sophia Gardens,Cardiff,Pakistan,male,50
1004283.json,2016-09-08,ODI,"Scotland, Hong Kong","Grange Cricket Club Ground, Raeburn Place",Edinburgh,No Result,male,50
1004285.json,2016-09-10,ODI,"Scotland, Hong Kong","Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,male,50
936131.json,2016-09-25,ODI,"South Africa, Ireland",Willowmoore Park,Benoni,South Africa,male,50
936133.json,2016-09-27,ODI,"Australia, Ireland",Willowmoore Park,Benoni,Australia,male,50
1050223.json,2016-09-30,ODI,"Pakistan, West Indies",Sharjah Cricket Stadium,Unknown,Pakistan,male,50
936135.json,2016-09-30,ODI,"South Africa, Australia",SuperSport Park,Centurion,South Africa,male,50
936137.json,2016-10-02,ODI,"South Africa, Australia",New Wanderers Stadium,Johannesburg,South Africa,male,50
1050225.json,2016-10-02,ODI,"Pakistan, West Indies",Sharjah Cricket Stadium,Unknown,Pakistan,male,50
1050227.json,2016-10-05,ODI,"Pakistan, West Indies",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
936139.json,2016-10-05,ODI,"South Africa, Australia",Kingsmead,Durban,South Africa,male,50
1029819.json,2016-10-07,ODI,"Bangladesh, England",Shere Bangla National Stadium,Mirpur,England,male,50
1029821.json,2016-10-09,ODI,"Bangladesh, England",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
936141.json,2016-10-09,ODI,"South Africa, Australia",St George's Park,Port Elizabeth,South Africa,male,50
1029823.json,2016-10-12,ODI,"Bangladesh, England",Zahur Ahmed Chowdhury Stadium,Chittagong,England,male,50
936143.json,2016-10-12,ODI,"South Africa, Australia",Newlands,Cape Town,South Africa,male,50
1030219.json,2016-10-16,ODI,"India, New Zealand",Himachal Pradesh Cricket Association Stadium,Dharmasala,India,male,50
1030221.json,2016-10-20,ODI,"India, New Zealand",Feroz Shah Kotla,Delhi,New Zealand,male,50
1030223.json,2016-10-23,ODI,"India, New Zealand","Punjab Cricket Association Stadium, Mohali",Chandigarh,India,male,50
1030225.json,2016-10-26,ODI,"India, New Zealand",JSCA International Stadium Complex,Ranchi,New Zealand,male,50
1030227.json,2016-10-29,ODI,"India, New Zealand",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,male,50
1026847.json,2016-11-04,ODI,"Hong Kong, Papua New Guinea","Mission Road Ground, Mong Kok",Hong Kong,Hong Kong,male,50
1026849.json,2016-11-06,ODI,"Hong Kong, Papua New Guinea","Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,male,50
1026851.json,2016-11-08,ODI,"Hong Kong, Papua New Guinea","Mission Road Ground, Mong Kok",Hong Kong,Hong Kong,male,50
1059710.json,2016-11-14,ODI,"Zimbabwe, Sri Lanka",Harare Sports Club,Unknown,Sri Lanka,male,50
1059711.json,2016-11-16,ODI,"Sri Lanka, West Indies",Harare Sports Club,Unknown,West Indies,male,50
1059712.json,2016-11-19,ODI,"Zimbabwe, West Indies",Queens Sports Club,Bulawayo,No Result,male,50
1059713.json,2016-11-21,ODI,"Zimbabwe, Sri Lanka",Queens Sports Club,Bulawayo,No Result,male,50
1059714.json,2016-11-23,ODI,"Sri Lanka, West Indies",Queens Sports Club,Bulawayo,Sri Lanka,male,50
1059715.json,2016-11-25,ODI,"Zimbabwe, West Indies",Queens Sports Club,Bulawayo,Zimbabwe,male,50
1059716.json,2016-11-27,ODI,"Zimbabwe, Sri Lanka",Queens Sports Club,Bulawayo,Sri Lanka,male,50
1001371.json,2016-12-04,ODI,"Australia, New Zealand",Sydney Cricket Ground,Unknown,Australia,male,50
1001373.json,2016-12-06,ODI,"Australia, New Zealand",Manuka Oval,Canberra,Australia,male,50
1001375.json,2016-12-09,ODI,"Australia, New Zealand",Melbourne Cricket Ground,Unknown,Australia,male,50
1019973.json,2016-12-26,ODI,"New Zealand, Bangladesh",Hagley Oval,Christchurch,New Zealand,male,50
1019975.json,2016-12-29,ODI,"New Zealand, Bangladesh",Saxton Oval,Nelson,New Zealand,male,50
1019977.json,2016-12-31,ODI,"New Zealand, Bangladesh",Saxton Oval,Nelson,New Zealand,male,50
1000887.json,2017-01-13,ODI,"Australia, Pakistan","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
1034819.json,2017-01-15,ODI,"India, England",Maharashtra Cricket Association Stadium,Pune,India,male,50
1000889.json,2017-01-15,ODI,"Australia, Pakistan",Melbourne Cricket Ground,Unknown,Pakistan,male,50
1000891.json,2017-01-19,ODI,"Australia, Pakistan",Western Australia Cricket Association Ground,Perth,Australia,male,50
1034821.json,2017-01-19,ODI,"India, England",Barabati Stadium,Cuttack,India,male,50
1000893.json,2017-01-22,ODI,"Australia, Pakistan",Sydney Cricket Ground,Unknown,Australia,male,50
1078659.json,2017-01-22,ODI,"Hong Kong, Scotland",Sheikh Zayed Stadium,Abu Dhabi,Hong Kong,male,50
1034823.json,2017-01-22,ODI,"India, England",Eden Gardens,Kolkata,England,male,50
1078660.json,2017-01-24,ODI,"United Arab Emirates, Scotland",Dubai International Cricket Stadium,Unknown,United Arab Emirates,male,50
1078661.json,2017-01-26,ODI,"United Arab Emirates, Hong Kong",Dubai International Cricket Stadium,Unknown,United Arab Emirates,male,50
1000895.json,2017-01-26,ODI,"Australia, Pakistan",Adelaide Oval,Unknown,Australia,male,50
936159.json,2017-01-28,ODI,"South Africa, Sri Lanka",St George's Park,Port Elizabeth,South Africa,male,50
1020013.json,2017-01-30,ODI,"New Zealand, Australia",Eden Park,Auckland,New Zealand,male,50
936161.json,2017-02-01,ODI,"South Africa, Sri Lanka",Kingsmead,Durban,South Africa,male,50
936163.json,2017-02-04,ODI,"South Africa, Sri Lanka",New Wanderers Stadium,Johannesburg,South Africa,male,50
1020017.json,2017-02-05,ODI,"New Zealand, Australia",Seddon Park,Hamilton,New Zealand,male,50
936165.json,2017-02-07,ODI,"South Africa, Sri Lanka",Newlands,Cape Town,South Africa,male,50
936167.json,2017-02-10,ODI,"South Africa, Sri Lanka",SuperSport Park,Centurion,South Africa,male,50
1020031.json,2017-02-19,ODI,"New Zealand, South Africa",Seddon Park,Hamilton,South Africa,male,50
1020033.json,2017-02-22,ODI,"New Zealand, South Africa",Hagley Oval,Christchurch,New Zealand,male,50
1020035.json,2017-02-25,ODI,"New Zealand, South Africa",Westpac Stadium,Wellington,South Africa,male,50
1020037.json,2017-03-01,ODI,"New Zealand, South Africa",Seddon Park,Hamilton,New Zealand,male,50
1080630.json,2017-03-02,ODI,"United Arab Emirates, Ireland",ICC Global Cricket Academy,Dubai,Ireland,male,50
1027315.json,2017-03-03,ODI,"West Indies, England","Sir Vivian Richards Stadium, North Sound",Antigua,England,male,50
1020039.json,2017-03-04,ODI,"New Zealand, South Africa",Eden Park,Auckland,South Africa,male,50
